#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2023 11 16 19 56  1.5  0.5 14.3  1.4  7.7 NNE NNE    AVERAGE  5.1  12
2023 11 16 19 26  1.5  0.5 14.3  1.4  9.1 NNE   N    AVERAGE  5.2 360
2023 11 16 18 56  1.6  0.6 15.4  1.4  8.3 NNE   N    AVERAGE  5.5  11
2023 11 16 18 26  1.5  0.5 14.3  1.4  8.3 NNE NNE    AVERAGE  5.3  14
2023 11 16 17 56  1.4  0.6 15.4  1.3  5.6 NNE ENE VERY_STEEP  5.4  62
2023 11 16 17 26  1.4  0.5 12.5  1.3  8.3 NNE   N    AVERAGE  5.7   2
2023 11 16 16 56  1.3  0.5 13.3  1.2  8.3 NNE   N    AVERAGE  5.8   4
2023 11 16 16 26  1.4  0.6 12.5  1.2  7.7 NNE   N    AVERAGE  6.0  18
2023 11 16 15 56  1.2  0.4 15.4  1.2  5.6 NNE ENE VERY_STEEP  5.6  57
2023 11 16 15 26  1.3  0.6 13.3  1.2  8.3 NNE   N    AVERAGE  6.1  28
2023 11 16 14 56  1.3  0.5 13.3  1.2  5.6 NNE  NE VERY_STEEP  5.8  55
2023 11 16 14 26  1.2  0.5 13.3  1.1  9.1 NNE   N    AVERAGE  6.0  10
2023 11 16 13 56  1.2  0.5 13.3  1.1  7.7 NNE NNE    AVERAGE  6.0  12
2023 11 16 13 26  1.2  0.5 12.5  1.1  8.3 NNE   N    AVERAGE  6.4   8
2023 11 16 12 56  1.2  0.6 12.5  1.1  5.3 NNE ENE    AVERAGE  6.3  15
2023 11 16 12 26  1.2  0.5 13.3  1.1  8.3 NNE   N    AVERAGE  6.3   8
2023 11 16 11 56  1.2  0.5 13.3  1.1  8.3 NNE   N    AVERAGE  6.2  25
2023 11 16 11 26  1.2  0.6 13.3  1.1  7.7 NNE   N    AVERAGE  6.6   8
2023 11 16 10 56  1.2  0.6 13.3  1.0  8.3 NNE   N    AVERAGE  6.4  19
2023 11 16 10 26  1.2  0.5 10.5  1.1  8.3 NNE   N    AVERAGE  6.1  10
2023 11 16 09 56  1.2  0.6 12.5  1.1  8.3 NNE   N    AVERAGE  6.4   4
2023 11 16 09 26  1.1  0.5 13.3  1.1  7.7 NNE   N    AVERAGE  6.1  10
2023 11 16 08 56  1.2  0.5 13.3  1.1  9.1 NNE   N    AVERAGE  6.3   1
2023 11 16 08 26  1.1  0.5 14.3  0.9  9.1 NNE   N    AVERAGE  6.4 357
2023 11 16 07 56  1.1  0.5 14.3  1.0  9.1 NNE   N    AVERAGE  6.3 360
2023 11 16 07 26  1.1  0.6 13.3  0.9  9.1 NNE   N    AVERAGE  6.7  14
2023 11 16 06 56  1.1  0.5 14.3  1.0  9.1 NNE   N    AVERAGE  6.8 360
2023 11 16 06 26  1.1  0.5 13.3  0.9  9.1   N   N    AVERAGE  6.7  11
2023 11 16 05 56  1.0  0.4 13.3  0.9  9.1 NNE   N    AVERAGE  6.7 357
2023 11 16 05 26  1.1  0.5 14.3  1.0  8.3 NNE   N    AVERAGE  7.1   4
2023 11 16 04 56  1.1  0.5 14.3  0.9  9.1 NNE   N    AVERAGE  7.0   5
2023 11 16 04 26  1.0  0.5 10.5  0.9  9.1 NNE   N    AVERAGE  7.0   2
2023 11 16 03 56  1.0  0.5 13.3  0.9  9.1 NNE   N    AVERAGE  7.3   5
2023 11 16 03 26  0.9  0.5 11.1  0.8  9.1   N   N    AVERAGE  6.8  10
2023 11 16 02 56  1.0  0.5 14.3  0.9  9.1 NNE   N    AVERAGE  6.9   1
2023 11 16 02 26  1.0  0.4 14.3  0.9  9.1 NNE   N    AVERAGE  6.5  11
2023 11 16 01 56  1.0  0.5 14.3  0.9  9.1 NNE   N    AVERAGE  6.3   4
2023 11 16 01 26  1.0  0.5 14.3  0.9  9.1 NNE   N    AVERAGE  6.0   7
2023 11 16 00 56  1.0  0.5 10.5  0.9  9.1   N NNE    AVERAGE  6.1  17
2023 11 16 00 26  1.0  0.4 11.1  0.9  9.1   N   N    AVERAGE  5.7 357
2023 11 15 23 56  1.0  0.5 10.5  0.9  9.9   N   N    AVERAGE  5.6 360
2023 11 15 23 26  1.0  0.4 10.5  0.9  9.9   N   N    AVERAGE  5.4   7
2023 11 15 22 56  1.1  0.4 11.8  1.0  9.1   N   N    AVERAGE  5.5 358
2023 11 15 22 26  1.1  0.4 11.1  1.0  9.1   N   N    AVERAGE  5.2 350
2023 11 15 21 56  1.1  0.5 10.5  1.0  9.9 NNW   N    AVERAGE  5.2 354
2023 11 15 21 26  1.1  0.4 11.1  1.1  9.9   N   N    AVERAGE  5.0   5
2023 11 15 20 56  1.2  0.5 10.5  1.1  9.9   N   N    AVERAGE  4.9 350
2023 11 15 20 26  1.2  0.4 10.5  1.1  9.9 NNW NNW    AVERAGE  5.0 347
2023 11 15 19 56  1.2  0.5 10.5  1.1  9.9   N   N    AVERAGE  5.3 360
2023 11 15 19 26  1.1  0.5 10.5  1.1  9.1   N   N    AVERAGE  5.0 357
2023 11 15 18 56  1.1  0.5 10.5  1.0  9.9   N NNW    AVERAGE  5.0 340
2023 11 15 18 26  1.1  0.5 10.5  1.0  9.9 NNW   N    AVERAGE  5.1 346
2023 11 15 17 56  1.1  0.6 11.1  0.9  9.9   N   N    AVERAGE  5.3 360
2023 11 15 17 26  1.1  0.5 10.5  1.0  9.9   N   N    AVERAGE  5.5 354
2023 11 15 16 56  1.1  0.5 10.5  0.9  9.9   N   N    AVERAGE  5.5   2
2023 11 15 16 26  1.0  0.6 10.5  0.9  9.9   N   N    AVERAGE  5.8 358
2023 11 15 15 56  1.0  0.5 10.5  0.8  9.9 NNW NNW    AVERAGE  5.5 343
2023 11 15 15 26  1.0  0.6 10.5  0.9  9.9   N   N    AVERAGE  5.8 358
2023 11 15 14 56  1.1  0.6 10.5  0.9  9.9   N   N    AVERAGE  6.2 351
2023 11 15 14 26  1.0  0.5 10.5  0.9  9.9   N NNE    AVERAGE  6.1   1
2023 11 15 13 56  1.0  0.6 10.5  0.8  9.9   N NNE    AVERAGE  6.2 360
2023 11 15 13 26  1.0  0.6 11.1  0.8  9.9   N NNE    AVERAGE  6.5   1
2023 11 15 12 56  1.0  0.6 10.5  0.8  5.3   N ENE    AVERAGE  6.5 358
2023 11 15 12 26  1.0  0.6 10.5  0.8  7.7   N NNE    AVERAGE  6.8   1
2023 11 15 11 56  0.9  0.5 11.1  0.8  9.9   N NNE    AVERAGE  6.2 355
2023 11 15 11 26  1.0  0.6 11.1  0.8  7.7   N NNE    AVERAGE  6.4 353
2023 11 15 10 56  1.0  0.6 11.1  0.8  5.0   N ENE    AVERAGE  6.3   5
2023 11 15 10 26  1.0  0.5 11.1  0.8  7.7   N NNE    AVERAGE  6.1   8
2023 11 15 09 56  0.9  0.5 11.1  0.8  8.3   N NNE    AVERAGE  6.1   8
2023 11 15 09 26  0.9  0.5 11.1  0.8  7.7   N NNE    AVERAGE  6.0  10
2023 11 15 08 56  1.0  0.5 11.1  0.9  8.3   N NNE    AVERAGE  6.1   8
2023 11 15 08 26  0.9  0.4 10.5  0.8  7.7 NNE NNE    AVERAGE  5.7  19
2023 11 15 07 56  0.9  0.5 11.8  0.8  8.3   N NNE    AVERAGE  6.0   1
2023 11 15 07 26  0.9  0.4 11.8  0.8  7.7   N   N    AVERAGE  5.8   8
2023 11 15 06 56  0.9  0.3 11.8  0.8  8.3   N NNE    AVERAGE  5.6  15
2023 11 15 06 26  0.9  0.4 12.5  0.8  7.7   N   N    AVERAGE  5.6  10
2023 11 15 05 56  0.9  0.4 12.5  0.8  8.3   N NNE    AVERAGE  5.8   5
2023 11 15 05 26  0.8  0.3 11.8  0.8  5.3 NNE ENE    AVERAGE  5.3  19
2023 11 15 04 56  0.8  0.3 11.8  0.8  8.3 NNE   N    AVERAGE  5.5  21
2023 11 15 04 26  0.9  0.4 12.5  0.8  8.3 NNE NNE    AVERAGE  5.7  12
2023 11 15 03 56  0.8  0.3 11.8  0.8  5.3 NNE ENE      STEEP  5.5  62
2023 11 15 03 26  0.9  0.3 12.5  0.8  8.3 NNE NNE    AVERAGE  5.5  15
2023 11 15 02 56  0.9  0.3 11.8  0.8  8.3 NNE NNE    AVERAGE  5.5  25
2023 11 15 02 26  0.8  0.3 12.5  0.8  8.3 NNE NNE    AVERAGE  5.5  19
2023 11 15 01 56  0.9  0.3 11.8  0.8  5.0 NNE ENE VERY_STEEP  5.2  60
2023 11 15 01 26  0.9  0.3 12.5  0.8  8.3 NNE   N    AVERAGE  5.2  10
2023 11 15 00 56  0.9  0.3 12.5  0.8  5.3   N ENE      STEEP  5.1  63
2023 11 15 00 26  0.9  0.3 12.5  0.9  5.3   N ENE    AVERAGE  5.0  10
2023 11 14 23 56  1.0  0.3 11.8  0.9  8.3 NNE   N    AVERAGE  4.9  10
2023 11 14 23 26  1.0  0.3 11.8  0.9  5.0   N ENE VERY_STEEP  4.7  63
2023 11 14 22 56  1.0  0.3 12.5  1.0  4.8   N ENE VERY_STEEP  4.6  62
2023 11 14 22 26  1.0  0.3 12.5  1.0  4.8 NNE ENE VERY_STEEP  4.4  60
2023 11 14 21 56  1.0  0.3 12.5  0.9  5.3 NNE ENE      STEEP  4.3  59
2023 11 14 21 26  1.0  0.3 13.3  1.0  5.0 NNE ENE VERY_STEEP  4.3  66
2023 11 14 20 56  1.1  0.3 11.8  1.0  4.2 NNE ENE VERY_STEEP  4.3  64
2023 11 14 20 26  1.1  0.3 11.1  1.0  8.3 NNE   N    AVERAGE  4.2   1
2023 11 14 19 56  1.0  0.3 13.3  1.0  4.3   N ENE    AVERAGE  4.2   8
2023 11 14 19 26  1.0  0.3 11.8  1.0  8.3 NNE   N    AVERAGE  4.2   7
2023 11 14 18 56  1.0  0.3 12.5  0.9  5.3 NNE ENE    AVERAGE  4.3  14
2023 11 14 18 26  1.1  0.3 11.8  1.0  5.3 NNE ENE VERY_STEEP  4.3  64
2023 11 14 17 56  1.0  0.3 12.5  1.0  4.3 NNE ENE    AVERAGE  4.3  21
2023 11 14 17 26  1.1  0.3 12.5  1.0  5.0 NNE ENE VERY_STEEP  4.5  64
2023 11 14 16 56  1.0  0.3 12.5  0.9  9.1 NNE   N    AVERAGE  4.7   1
2023 11 14 16 26  0.9  0.3 12.5  0.8  9.1 NNE   N    AVERAGE  4.8   4
2023 11 14 15 56  0.9  0.4 12.5  0.8  5.0 NNE ENE    AVERAGE  4.9  31
2023 11 14 15 26  0.8  0.3 12.5  0.8  8.3 NNE NNE    AVERAGE  5.1  26
2023 11 14 14 56  0.9  0.3 12.5  0.8  5.6   N ENE    AVERAGE  5.1   8
2023 11 14 14 26  0.9  0.3 12.5  0.8  5.9 NNE  NE      STEEP  5.2  53
2023 11 14 13 56  0.9  0.3 13.3  0.8  5.3 NNE ENE    AVERAGE  5.4  19
2023 11 14 13 26  0.9  0.3 13.3  0.9  5.3 NNE ENE      STEEP  5.5  57
2023 11 14 12 56  0.9  0.3 11.8  0.8  5.6 NNE  NE    AVERAGE  5.5  22
2023 11 14 12 26  0.9  0.3 12.5  0.9  6.2 NNE ENE    AVERAGE  5.5  19
2023 11 14 11 56  0.9  0.3 12.5  0.8  5.6 NNE ENE    AVERAGE  5.7  26
2023 11 14 11 26  0.9  0.3 12.5  0.9  5.3 NNE ENE      STEEP  5.4  63
2023 11 14 10 56  0.8  0.3 12.5  0.8  5.6 NNE ENE    AVERAGE  5.5  25
2023 11 14 10 26  0.9  0.4 13.3  0.8  5.6 NNE  NE      STEEP  5.6  56
2023 11 14 09 56  0.9  0.3 13.3  0.9  5.3 NNE  NE      STEEP  5.4  55
2023 11 14 09 26  0.9  0.4 13.3  0.8  5.3 NNE ENE    AVERAGE  5.6  17
2023 11 14 08 56  0.9  0.4 12.5  0.8  5.3 NNE ENE    AVERAGE  5.7  17
2023 11 14 08 26  0.9  0.3 13.3  0.8  5.0 NNE ENE    AVERAGE  5.5  29
2023 11 14 07 56  1.0  0.3 12.5  0.9  5.9 NNE ENE      STEEP  5.4  60
2023 11 14 07 26  0.9  0.4 12.5  0.9  4.8 NNE  NE VERY_STEEP  5.2  56
2023 11 14 06 56  0.9  0.3 13.3  0.9  5.0 NNE ENE VERY_STEEP  5.2  62
2023 11 14 06 26  0.9  0.3 13.3  0.9  5.9 NNE ENE      STEEP  5.5  63
2023 11 14 05 56  0.9  0.3 13.3  0.9  4.8 NNE ENE VERY_STEEP  5.3  62
2023 11 14 05 26  0.9  0.3 13.3  0.8  5.0 NNE ENE VERY_STEEP  5.4  57
2023 11 14 04 56  0.9  0.3 13.3  0.9  5.0 NNE  NE VERY_STEEP  5.4  50
2023 11 14 04 26  0.9  0.3 13.3  0.9  5.3 NNE  NE      STEEP  5.3  56
2023 11 14 03 56  1.0  0.3 13.3  0.9  5.9 NNE  NE      STEEP  5.3  53
2023 11 14 03 26  1.0  0.3 14.3  1.0  5.3 NNE ENE VERY_STEEP  5.3  60
2023 11 14 02 56  1.0  0.3 13.3  1.0  5.9 NNE  NE      STEEP  5.3  53
2023 11 14 02 26  1.0  0.3 13.3  1.0  5.9   N  NE      STEEP  5.3  56
2023 11 14 01 56  1.0  0.3 14.3  1.0  6.7 NNE ENE    AVERAGE  5.2  60
2023 11 14 01 26  1.1  0.4 13.3  1.1  5.0 NNE ENE VERY_STEEP  5.3  59
2023 11 14 00 56  1.0  0.3 14.3  1.0  5.9 NNE  NE      STEEP  5.0  52
2023 11 14 00 26  1.1  0.3 13.3  1.0  5.0 NNE  NE VERY_STEEP  5.0  53
2023 11 13 23 56  1.1  0.4 13.3  1.0  5.0 NNE  NE VERY_STEEP  5.1  50
2023 11 13 23 26  1.1  0.3 13.3  1.0  5.0 NNE  NE VERY_STEEP  4.8  50
2023 11 13 22 56  1.1  0.3 13.3  1.1  5.0 NNE  NE VERY_STEEP  4.7  56
2023 11 13 22 26  1.2  0.3 13.3  1.1  5.9 NNE  NE      STEEP  4.6  55
2023 11 13 21 56  1.2  0.3 14.3  1.2  5.0 NNE ENE VERY_STEEP  4.6  62
2023 11 13 21 26  1.1  0.3 13.3  1.1  5.6 NNE  NE      STEEP  4.6  46
2023 11 13 20 56  1.2  0.3 14.3  1.1  5.9 NNE  NE      STEEP  4.7  50
2023 11 13 20 26  1.2  0.3 13.3  1.2  5.6 NNE  NE VERY_STEEP  4.5  56
2023 11 13 19 56  1.2  0.3 13.3  1.2  5.3 NNE  NE VERY_STEEP  4.6  52
2023 11 13 19 26  1.3  0.2 14.3  1.2  6.2 NNE  NE      STEEP  4.7  55
2023 11 13 18 56  1.3  0.3 14.3  1.2  7.1 NNE  NE    AVERAGE  4.8  55
2023 11 13 18 26  1.3  0.3 14.3  1.2  5.6 NNE ENE VERY_STEEP  4.9  57
2023 11 13 17 56  1.2  0.3 14.3  1.2  6.2 NNE  NE      STEEP  4.8  50
2023 11 13 17 26  1.2  0.3 15.4  1.1  6.7 NNE ENE      STEEP  5.0  59
2023 11 13 16 56  1.2  0.3 13.3  1.1  6.2 NNE  NE      STEEP  5.0  56
2023 11 13 16 26  1.2  0.3 15.4  1.1  7.1 NNE  NE    AVERAGE  5.1  49
2023 11 13 15 56  1.2  0.3 14.3  1.1  6.7   N  NE      STEEP  5.2  52
2023 11 13 15 26  1.1  0.3 13.3  1.1  6.2 NNE  NE      STEEP  5.3  52
2023 11 13 14 56  1.1  0.3 12.5  1.1  6.7 NNE  NE      STEEP  5.5  55
2023 11 13 14 26  1.2  0.3 12.5  1.1  6.7 NNE  NE      STEEP  5.7  52
2023 11 13 13 56  1.2  0.3 14.3  1.2  7.1 NNE  NE    AVERAGE  5.9  56
2023 11 13 13 26  1.2  0.3 10.5  1.1  7.1 NNE  NE    AVERAGE  6.0  52
2023 11 13 12 56  1.2  0.3 12.5  1.1  7.7 NNE  NE    AVERAGE  6.0  53
2023 11 13 12 26  1.2  0.3 13.3  1.2  7.7 NNE  NE    AVERAGE  6.0  52
2023 11 13 11 56  1.3  0.3 13.3  1.3  6.7 NNE  NE      STEEP  6.0  47
2023 11 13 11 26  1.2  0.3 13.3  1.1  6.2 NNE  NE      STEEP  5.9  55
2023 11 13 10 56  1.2  0.4 14.3  1.1  7.1 NNE  NE    AVERAGE  6.1  50
2023 11 13 10 26  1.2  0.3 14.3  1.1  7.7 NNE  NE    AVERAGE  6.0  49
2023 11 13 09 56  1.2  0.3 13.3  1.2  7.1 NNE  NE    AVERAGE  5.8  55
2023 11 13 09 26  1.2  0.3 14.3  1.1  7.7 NNE  NE    AVERAGE  5.6  46
2023 11 13 08 56  1.2  0.3 14.3  1.1  6.2 NNE ENE      STEEP  5.7  60
2023 11 13 08 26  1.2  0.3 13.3  1.1  7.7 NNE  NE    AVERAGE  5.7  45
2023 11 13 07 56  1.2  0.3 14.3  1.2  6.2 NNE  NE      STEEP  5.7  56
2023 11 13 07 26  1.4  0.3 10.5  1.3  5.9 NNE  NE      STEEP  5.7  56
2023 11 13 06 56  1.2  0.3 14.3  1.2  7.1 NNE  NE    AVERAGE  5.7  49
2023 11 13 06 26  1.3  0.3 15.4  1.3  6.2 NNE  NE      STEEP  5.7  56
2023 11 13 05 56  1.4  0.4 11.1  1.3  7.1 NNE  NE      STEEP  5.7  45
2023 11 13 05 26  1.4  0.4 14.3  1.3  5.9 NNE ENE      STEEP  5.7  63
2023 11 13 04 56  1.3  0.3 14.3  1.3  5.9 NNE ENE      STEEP  5.6  57
2023 11 13 04 26  1.3  0.3 11.1  1.3  5.6 NNE  NE VERY_STEEP  5.7  55
2023 11 13 03 56  1.2  0.4 14.3  1.2  6.7 NNE  NE      STEEP  5.8  45
2023 11 13 03 26  1.4  0.4 14.3  1.3  6.2 NNE ENE      STEEP  5.7  59
2023 11 13 02 56  1.3  0.4 15.4  1.3  5.6 NNE ENE VERY_STEEP  5.7  62
2023 11 13 02 26  1.3  0.4 14.3  1.3  5.6 NNE ENE VERY_STEEP  5.7  59
2023 11 13 01 56  1.4  0.4 10.5  1.3  6.2 NNE  NE      STEEP  5.6  56
2023 11 13 01 26  1.4  0.5 10.5  1.3  6.2 NNE  NE      STEEP  5.7  47
2023 11 13 00 56  1.4  0.4 11.1  1.3  5.6 NNE  NE VERY_STEEP  5.6  55
2023 11 13 00 26  1.4  0.4 11.1  1.3  5.9 NNE  NE      STEEP  5.5  45
2023 11 12 23 56  1.4  0.4 14.3  1.3  5.9 NNE ENE      STEEP  5.7  57
2023 11 12 23 26  1.5  0.4 12.5  1.4  6.2 NNE  NE      STEEP  5.6  53
2023 11 12 22 56  1.5  0.5 10.5  1.4  7.1 NNE  NE      STEEP  5.5  45
2023 11 12 22 26  1.6  0.5 10.5  1.5  6.7 NNE  NE      STEEP  5.4  52
2023 11 12 21 56  1.5  0.4 10.5  1.5  5.9 NNE ENE VERY_STEEP  5.3  57
2023 11 12 21 26  1.6  0.5 14.3  1.5  5.6 NNE ENE VERY_STEEP  5.2  64
2023 11 12 20 56  1.5  0.5 10.5  1.4  5.6  NE ENE VERY_STEEP  5.2  60
2023 11 12 20 26  1.5  0.5 11.1  1.4  6.2 NNE  NE      STEEP  5.1  56
2023 11 12 19 56  1.6  0.5 14.3  1.5  6.7 NNE  NE      STEEP  5.2  50
2023 11 12 19 26  1.7  0.5 11.1  1.6  5.9 NNE  NE VERY_STEEP  5.3  50
2023 11 12 18 56  1.6  0.4 10.5  1.5  6.7   N  NE      STEEP  5.0  45
2023 11 12 18 26  1.6  0.5 10.5  1.5  5.6 NNE ENE VERY_STEEP  5.2  62
2023 11 12 17 56  1.6  0.5 10.5  1.5  5.9 NNE ENE VERY_STEEP  5.2  60
2023 11 12 17 26  1.7  0.5 10.5  1.6  6.7 NNE  NE      STEEP  5.4  56
2023 11 12 16 56  1.7  0.5 11.1  1.6  6.2 NNE  NE VERY_STEEP  5.3  52
2023 11 12 16 26  1.7  0.5 14.3  1.7  6.7 NNE  NE      STEEP  5.5  52
2023 11 12 15 56  1.6  0.5 10.5  1.6  6.7 NNE  NE      STEEP  5.3  55
2023 11 12 15 26  1.6  0.5 15.4  1.5  6.2 NNE ENE      STEEP  5.5  57
2023 11 12 14 56  1.5  0.4 14.3  1.4  6.7   N  NE      STEEP  5.5  50
2023 11 12 14 26  1.5  0.5 11.1  1.4  7.1 NNE  NE      STEEP  5.6  49
2023 11 12 13 56  1.5  0.5 15.4  1.4  6.7 NNE  NE      STEEP  5.7  50
2023 11 12 13 26  1.6  0.5 11.1  1.5  7.1 NNE  NE      STEEP  6.0  52
2023 11 12 12 56  1.5  0.4 12.5  1.5  6.7 NNE  NE      STEEP  5.9  56
2023 11 12 12 26  1.6  0.5 10.5  1.6  6.2 NNE  NE      STEEP  6.1  50
2023 11 12 11 56  1.5  0.5 15.4  1.4  6.7 NNE  NE      STEEP  6.1  53
2023 11 12 11 26  1.6  0.5 13.3  1.5  6.7 NNE  NE      STEEP  6.0  49
2023 11 12 10 56  1.6  0.5 12.5  1.5  6.7 NNE ENE      STEEP  6.0  57
2023 11 12 10 26  1.6  0.5 14.3  1.5  6.7 NNE  NE      STEEP  6.2  52
2023 11 12 09 56  1.4  0.5 14.3  1.4  7.1 NNE  NE      STEEP  6.1  46
2023 11 12 09 26  1.3  0.4 15.4  1.3  6.7 NNE  NE      STEEP  5.9  49
2023 11 12 08 56  1.3  0.4 13.3  1.3  7.7 NNE  NE    AVERAGE  6.0  39
2023 11 12 08 26  1.3  0.4 12.5  1.3  6.2 NNE  NE      STEEP  5.7  53
2023 11 12 07 56  1.4  0.5 16.7  1.3  6.7 NNE  NE      STEEP  6.0  46
2023 11 12 07 26  1.4  0.4 13.3  1.4  7.1 NNE  NE      STEEP  5.9  42
2023 11 12 06 56  1.4  0.4 15.4  1.3  7.1 NNE  NE      STEEP  6.0  49
2023 11 12 06 26  1.4  0.5 14.3  1.4  6.7 NNE  NE      STEEP  5.9  47
2023 11 12 05 56  1.4  0.5 13.3  1.4  7.7 NNE  NE    AVERAGE  5.8  50
2023 11 12 05 26  1.4  0.4 15.4  1.4  6.7 NNE  NE      STEEP  5.9  49
2023 11 12 04 56  1.3  0.4 13.3  1.2  7.7 NNE  NE    AVERAGE  6.0  47
2023 11 12 04 26  1.2  0.4 13.3  1.2  7.1 NNE  NE    AVERAGE  5.9  52
2023 11 12 03 56  1.3  0.4 15.4  1.2  7.1 NNE  NE    AVERAGE  6.1  50
2023 11 12 03 26  1.2  0.4 14.3  1.2  6.7 NNE  NE      STEEP  6.0  50
2023 11 12 02 56  1.3  0.4 14.3  1.3  7.1 NNE  NE      STEEP  5.9  49
2023 11 12 02 26  1.3  0.3 14.3  1.2  7.1 NNE  NE    AVERAGE  5.9  52
2023 11 12 01 56  1.3  0.4 14.3  1.2  7.1 NNE  NE    AVERAGE  5.8  52
2023 11 12 01 26  1.4  0.4 16.7  1.3  7.7   N  NE    AVERAGE  6.0  43
2023 11 12 00 56  1.3  0.4 15.4  1.2  5.6 NNE ENE VERY_STEEP  5.9  59
2023 11 12 00 26  1.3  0.4 14.3  1.2  7.7 NNE  NE    AVERAGE  5.9  50
2023 11 11 23 56  1.3  0.3 15.4  1.3  6.7 NNE  NE      STEEP  5.8  47
2023 11 11 23 26  1.2  0.3 14.3  1.2  7.1 NNE  NE    AVERAGE  5.6  55
2023 11 11 22 56  1.4  0.3 16.7  1.3  6.2 NNE  NE      STEEP  5.6  50
2023 11 11 22 26  1.3  0.3 12.5  1.2  7.7 NNE  NE    AVERAGE  5.5  56
2023 11 11 21 56  1.5  0.3 15.4  1.4  7.7 NNE  NE    AVERAGE  5.6  52
2023 11 11 21 26  1.5  0.3 15.4  1.5  6.2 NNE ENE      STEEP  5.8  59
2023 11 11 20 56  1.5  0.3 13.3  1.5  5.9 NNE ENE VERY_STEEP  5.6  57
2023 11 11 20 26  1.6  0.3 14.3  1.5  6.7 NNE ENE      STEEP  5.5  62
2023 11 11 19 56  1.6  0.3 14.3  1.6  5.9 NNE ENE VERY_STEEP  5.3  63
2023 11 11 19 26  1.6  0.3 15.4  1.6  6.7 NNE ENE      STEEP  5.3  57
2023 11 11 18 56  1.6  0.3 15.4  1.6  5.9 NNE ENE VERY_STEEP  5.4  63
2023 11 11 18 26  1.6  0.3 14.3  1.6  6.7 NNE  NE      STEEP  5.3  56
2023 11 11 17 56  1.7  0.3 15.4  1.7  6.2   N  NE VERY_STEEP  5.3  56
2023 11 11 17 26  1.7  0.3 14.3  1.6  6.2 NNE ENE VERY_STEEP  5.3  60
2023 11 11 16 56  1.6  0.3 14.3  1.6  6.7 NNE  NE      STEEP  5.4  52
2023 11 11 16 26  1.6  0.3 14.3  1.6  6.7 NNE  NE      STEEP  5.5  52
2023 11 11 15 56  1.5  0.3 15.4  1.5  7.1 NNE  NE      STEEP  5.4  53
2023 11 11 15 26  1.6  0.2 13.3  1.6  6.7 NNE  NE      STEEP  5.7  56
2023 11 11 14 56  1.6  0.2 13.3  1.6  6.7 NNE ENE      STEEP  5.5  57
2023 11 11 14 26  1.7  0.2 11.8  1.6  6.7   N  NE      STEEP  5.6  56
2023 11 11 13 56  1.5  0.2 12.5  1.5  6.7 NNE  NE      STEEP  5.4  53
2023 11 11 13 26  1.5  0.3 14.3  1.5  7.1 NNE  NE      STEEP  5.6  52
2023 11 11 12 56  1.5  0.2 11.1  1.5  6.7 NNE  NE      STEEP  5.8  55
2023 11 11 12 26  1.5  0.2 14.3  1.5  6.7 NNE  NE      STEEP  5.7  56
2023 11 11 11 56  1.6  0.2 11.1  1.6  7.1 NNE  NE      STEEP  5.8  49
2023 11 11 11 26  1.5  0.3 14.3  1.5  6.7 NNE  NE      STEEP  5.8  55
2023 11 11 10 56  1.5  0.2 14.3  1.5  7.1 NNE  NE      STEEP  5.6  52
2023 11 11 10 26  1.5  0.2 14.3  1.5  6.7 NNE  NE      STEEP  5.6  55
2023 11 11 09 56  1.5  0.3 14.3  1.5  6.7 NNE  NE      STEEP  5.6  49
2023 11 11 09 26  1.7  0.3 11.8  1.7  7.1 NNE  NE      STEEP  5.6  49
2023 11 11 08 56  1.7  0.3 14.3  1.7  6.2 NNE  NE VERY_STEEP  5.7  49
2023 11 11 08 26  1.6  0.3 11.8  1.6  7.7  NE  NE    AVERAGE  5.5  53
2023 11 11 07 56  1.6  0.2 14.3  1.6  6.7 NNE  NE      STEEP  5.5  52
2023 11 11 07 26  1.5  0.2 11.8  1.4  7.1 NNE  NE      STEEP  5.5  53
2023 11 11 06 56  1.5  0.2 14.3  1.5  7.1 NNE  NE      STEEP  5.5  50
2023 11 11 06 26  1.5  0.3 11.8  1.5  7.1 NNE  NE      STEEP  5.6  52
2023 11 11 05 56  1.5  0.2 12.5  1.4  7.1   N  NE      STEEP  5.6  50
2023 11 11 05 26  1.4  0.2 14.3  1.4  7.1 NNE  NE      STEEP  5.6  52
2023 11 11 04 56  1.4  0.2 11.8  1.4  6.7 NNE  NE      STEEP  5.5  46
2023 11 11 04 26  1.4  0.2 12.5  1.3  7.1 NNE  NE      STEEP  5.4  45
2023 11 11 03 56  1.4  0.2 12.5  1.4  6.7 NNE  NE      STEEP  5.4  46
2023 11 11 03 26  1.4  0.2 12.5  1.4  6.7 NNE  NE      STEEP  5.5  55
2023 11 11 02 56  1.4  0.2 11.1  1.4  7.1 NNE  NE      STEEP  5.6  47
2023 11 11 02 26  1.4  0.2 11.8  1.3  7.1 NNE  NE      STEEP  5.6  45
2023 11 11 01 56  1.3  0.2 12.5  1.3  6.7 NNE  NE      STEEP  5.7  42
2023 11 11 01 26  1.3  0.2 14.3  1.3  6.2 NNE  NE      STEEP  5.6  45
2023 11 11 00 56  1.4  0.2 10.5  1.3  7.1 NNE  NE      STEEP  5.7  43
